url,Advertisment_Title,Advertisment_Description,Category
https://www.youtube.com/watch?v=K2KlpErwJxQ,ማልታ,,ምግብ
https://www.youtube.com/watch?v=0NeoZn8kmzM,ሜታ ሁል ጊዜ,,ስፖርት
https://www.youtube.com/watch?v=gK_PhR6ezi0,ኮክ,,ምግብ
https://www.youtube.com/watch?v=UOm615q6q-I,ዳዳ ጁስ,,ልጆቸ
https://www.youtube.com/watch?v=0ck_xO_sC0A,ዳሽን ባንክ,,ስፖርት
https://www.youtube.com/watch?v=KMbzAfDr3Ew,ዳሽን ባንክ,,አንቂ ንግግር
https://www.youtube.com/watch?v=4M4CbSrBerU,የአውሮፓ ህብረት ቡና,,መዝናኛ
https://www.youtube.com/watch?v=ZCDL1voSTe4,ኢንዶሚ,,ምግብ
https://www.youtube.com/watch?v=uz4xy4sdcIM,ጆሊ ባር,,መዝናኛ
https://www.youtube.com/watch?v=z81A3cKWTbk,ጄደብሊው,,መዝናኛ
https://www.youtube.com/watch?v=ht8mlAsmX4o,ከሚላ ወይነ,,ዉበት
https://www.youtube.com/watch?v=UcivBrfKBbY,ቆጂ ፓስታ,,ምግብ
https://www.youtube.com/watch?v=mtQXUDGG280,ኩሩ ማልት,,አካልብቃት
https://www.youtube.com/watch?v=oAc4AI28u4g,ፕሪጋት ጁስ,,ልጆች
https://www.youtube.com/watch?v=3Tpoe1FYaB0,ሰንዳ በል ሙዚቃ,,መዝናኛ
https://www.youtube.com/watch?v=OYW5xKeQKOg,ኮክ መጠጥ,,መዝናኛ
https://www.youtube.com/watch?v=X8N2qyEnFvA,ስቲፕ ኮምፒዉተር,,ቴክኖሎጂ
https://www.youtube.com/watch?v=0nqTbh0FeJ8,ዩኒሴፍ ዶክ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=ASDXjyv1oaA,ዩኒሴፍ ​​ትምህርት,,ቴክኖሎጂ
https://www.youtube.com/watch?v=yaH-wRT-NnA,ሸፍ ሉካ ፓስታ,,ምግብ
https://www.youtube.com/watch?v=6vO_BdlX5xI,ታይገር ብስኩት,,ልጆቸ
https://www.youtube.com/watch?v=aMhmJ1qeCsQ,ዜድቲኢ ሞባይል,,ቴክኖሎጂ
https://www.youtube.com/watch?v=2CDUZGzJtEY,ኢንዶ ሚ ኑድል,,ምግብ
https://www.youtube.com/watch?v=X_vAnL0PG0M,አንከር ወተት,,ልጆች
https://www.youtube.com/watch?v=M_ZEd5c6t1A,ጠቅላላ  ህይወትን ማነቃቃት,,አንቂንግግር
https://www.youtube.com/watch?v=sQYIo787Vow,አንከር ወተት የእናቶች ቀን,,ምግብ
https://www.youtube.com/watch?v=zHUrisxUsUc,የአውሮፓ ህብረት የተሻለ ሕይወት ከአዲስ መንገድ ጋር,,አንቂንግግር
https://www.youtube.com/watch?v=wyE9TSd2SBw,የሕዝብ ምክር ቤት የብሩህ ተስፋ ልጃገረዶችን ሕይወት ማሻሻል,,አንቂንግግር
https://www.youtube.com/watch?v=Zk35rg-uFoc,ኦሮስ ጭማቂ,,ልጆቸ
https://www.youtube.com/watch?v=_N1HOrAJq5c,ሜታ ቢራ ቲቪሲ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=0hjN9bKuITY,ሜሪ ስቶፕ ኢንተርናሽናል,,ጤና
https://www.youtube.com/watch?v=-WV343xbycg,የኢትዮጵያ አየር መንገድ,,መዝናኛ
https://www.youtube.com/watch?v=ZNJMqpjD68Y,አምባሳደር  ጋርመንት,,አርት
https://www.youtube.com/watch?v=5YDvWvGNJ8o,አቡ ዋልድ ሳንድዊች ብስኩት,,ልጆች
https://www.youtube.com/watch?v=Nt4SmqpjAs8,ኢንተርናሽናል ሊደርሺፕ አካዳሚ ኢትዮጵያ አዲስ አበባ,,ልጆች
https://www.youtube.com/watch?v=5nKUedcahsg,በጥቅምት አንድ አጥንት,,ምግብ
https://www.youtube.com/watch?v=6ChLcZmOPEQ,ስንቅ ማልት,,አካልብቃት
https://www.youtube.com/watch?v=hLJVNFqi9bY,ስንቅ ማልት,,ምግብ
https://www.youtube.com/watch?v=hKg1yLL9Y94,አካሺያ ወይን እንዴት እንደሚከፈት,,አርት
https://www.youtube.com/watch?v=eTSahi-ulEA,ከቤትዎ አይውጡ  ደኅንነትዎን ከቤትዎ,,ጤና
https://www.youtube.com/watch?v=MLoL2-ofJSk,የኢትዮጵያ አዲስ አመት,,ምግብ
https://www.youtube.com/watch?v=ZURV5ldRswM,የዘቢዳር ቢራ ፋብሪካ ጉብኝት,,መዝናኛ
https://www.youtube.com/watch?v=Xv4jbFJpGNE,ሳሚ ዳን በሚሊኒየም አዳራሽ በቅዱስ ጊዮርጊስ ቢራ የተደገፈ ትርኢት ሲያቀርብ,,አርት
https://www.youtube.com/watch?v=_PZlqI3oKm4,ፓናች ቢራ,,ምግብ
https://www.youtube.com/watch?v=jDcITNH46xs,የቢጂአይ ኢትዮጵያ የኮርክ አሸናፊዎች ከኮምቦልቻ ወሎ ኢትዮጵያ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=DL3pKl4Pv54,የቢጂአይ ኢትዮጵያ የኮርክ ጨዋታ አሸናፊ ከአዳማ,,መዝናኛ
https://www.youtube.com/watch?v=etQ4La1bx-Y,የቢራ ፌስቲቫል በአዲስ አበባ,,ምግብ
https://www.youtube.com/watch?v=EFYBVIISeHk,የቢራ ፌስቲቫል በአዲስ አበባ,,አርት
https://www.youtube.com/watch?v=-yuejOWXvE0,የቢራ ፌስቲቫል,,መዝናኛ
https://www.youtube.com/watch?v=OQsbtdKI6ts,በጥቅምት አንድ አጥንት የስጋ እና የቢራ ፌስቲቫል,,መዝናኛ
https://www.youtube.com/watch?v=25K66g8nnlo,ለቢጂአይ ኢትዮጵያ የቡሽ ጨዋታ 2018 የመጀመሪያ አሸናፊ,,ስፖርት
https://www.youtube.com/watch?v=-DkOoRlefiU,የቢጂአይ ኢትዮጵያ የኮርክ ጨዋታ ሽልማት,,ስፖርት
https://www.youtube.com/watch?v=yvcvkOjgSm4,ፓናች ቢራ,,መዝናኛ
https://www.youtube.com/watch?v=jdgWZeFfmLs,መልካም የገና በዓል,,ቴክኖሎጂ
https://www.youtube.com/watch?v=g_bdboW1Evc,የኢትዮጵያ ገና,,መዝናኛ
https://www.youtube.com/watch?v=ugltBuagDso,የኢትዮጵያ ገና,,መዝናኛ
https://www.youtube.com/watch?v=h3PMIhyrLP4,ካስቴል ቢራ,,ስፖርት
https://www.youtube.com/watch?v=w7pAaK80mX4,በጥቅምት አንድ አጥንት የስጋ እና የቢራ ፌስቲቫል,,ምግብ
https://www.youtube.com/watch?v=IybTWmdPebk,መልካም አዲስ አመት ይሁንልን!!,,መዝናኛ
https://www.youtube.com/watch?v=oGKAqe6w-IQ,ቅዱስ ጊዮርጊስ,,ስፖርት
https://www.youtube.com/watch?v=k2LfyqyP3M8,የቅዱስ ጊዮርጊስ አዲስ አመት ቪዲዮ ማስታወቂያ,,መዝናኛ
https://www.youtube.com/watch?v=wTO-Dypmaes,ቡሄ,,ልጆች
https://www.youtube.com/watch?v=fOy6Ei55eGk,ፓናች ቢራ አዲሱ በኢትዮጵያ አስደሳች ጣዕም,,መዝናኛ
https://www.youtube.com/watch?v=RcxZTVD5z8Y,ሁል ጊዜ የምትጠጡት ቢራ,,ስፖርት
https://www.youtube.com/watch?v=NfxINhWXE8k,ቅዱስ ጊዮርጊስ ቢራ,,መዝናኛ
https://www.youtube.com/watch?v=QiGPMNJNo40,ለካስቴል ወይን ፋብሪካ አጭር የቪዲዮ ዘጋቢ ፊልም,,ስፖርት
https://www.youtube.com/watch?v=NC2dO1gIg8U,የቅዱስ ጊዮርጊስ የትንሳኤ በዓል ማስታወቂያ,,መዝናኛ
https://www.youtube.com/watch?v=wipXBYipMYI,የአገር ጎን,,ቴክኖሎጂ
https://www.youtube.com/watch?v=39UokNfw1jY,የኦሮሚያ ህብረት ስራ ባንክ አዲስ አመት የቲቪ ማስታወቂያ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=uIuHyV6Vx1c,የሕብረት ባንክ ቴሌቪዥን ማስታወቂያ,,መዝናኛ
https://www.youtube.com/watch?v=GioflNIjBYw,የዲያና ሳሙና ማስታወቂያ,,ዉበት
https://www.youtube.com/watch?v=1OMsB0ZwPoU,አንድ የውሃ ቲቪ ንግድ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=v0MNUMa6JkI,የዩኒሴፍ የኩፍኝ ክትባት ግንዛቤ ዘመቻ,,ጤና
https://www.youtube.com/watch?v=J9YMA4cmNnE,የዩኒሴፍ የኩፍኝ ክትባት ግንዛቤ ዘመቻ።,,ምግብ
https://www.youtube.com/watch?v=trnAlpBhHM0,የዩኒሴፍ የኩፍኝ ክትባት ግንዛቤ ዘመቻ,,ልጆች
https://www.youtube.com/watch?v=JU8LBkJLoD8,የዩኒሴፍ የኩፍኝ ክትባት ግንዛቤ ዘመቻ,,ጤና
https://www.youtube.com/watch?v=uPYQbnbw8b8,የዩኒሴፍ የኩፍኝ ክትባት ግንዛቤ ዘመቻ,,ጤና
https://www.youtube.com/watch?v=OC9ZSBeSU6I,አክሽን ኤይድ ኢትዮጵያ,,ጤና
https://www.youtube.com/watch?v=Qs89zKdcNXM,የስንቄ ባንክ ጉዳይ ጥናት,,መዝናኛ
https://www.youtube.com/watch?v=kYC7WpBhTOs,የሮፍናን ኮንሰርት,,አርት
https://www.youtube.com/watch?v=SxxGH-Cvwc8,የ ሮፍናን ኮንሰርት,,መዝናኛ
https://www.youtube.com/watch?v=FEfsNJpICsE,አንግላ በርገር መላኪያ ማስታወቂያ,,ምግብ
https://www.youtube.com/watch?v=PLb8xooBHHk,የኮካ ኮላ ፋብሪካ ምርቃት ዝግጅት ዝግጅት,,መዝናኛ
https://www.youtube.com/watch?v=KxXCOpHbrLo,የኢንዶሚ ክብ ጠረጴዛ፡ ትግሉ እውነት ነው።,,ምግብ
https://www.youtube.com/watch?v=iEyYQOjidvc,ኢንዶሚ,,ልጆች
https://www.youtube.com/watch?v=Hr8xCaPgZAA,ሁዋዌ ኢትዮጵያ አጋር ሰሚት,,ቴክኖሎጂ
https://www.youtube.com/watch?v=bPBrVGIYOQE,ኢትዮ ቴሌኮም 5ጂ ቢቲኤስ ተጀመረ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=s1OXczM_eQI,10ኛው የለዛ ሽልማት ትርኢት,,አርት
https://www.youtube.com/watch?v=6YUaFd87D50,ጎፈረ አፍሮ ቢትስ ኮንሰርት,,መዝናኛ
https://www.youtube.com/watch?v=xq-MhrnqK7c,የውሃ እርዳታ ዘላቂ ውሃ፣ ሳኒቴሽን እና ንፅህና (ዋሽ) ፕሮግራም ዘጋቢ ፊልም,,ጤና
https://www.youtube.com/watch?v=PS2vmzEnU1k,አሃዱ ባንክ,,ስፖርት
https://www.youtube.com/watch?v=tbn5rhWUHtM,አሃዱ ባንክ,,መዝናኛ
https://www.youtube.com/watch?v=oLvz_Bl6BUo,የፕሮጀክሽን ካርታ  የአዲስ አመት ዋዜማ ስካይላይት ሆቴል,,መዝናኛ
https://www.youtube.com/watch?v=tfx65wbUyqc,የክስተት መፍትሔ,,አንቂንግግር
https://www.youtube.com/watch?v=OlWh-R-LWjY,በፍቅር የተመረጠ ዚንዙላ,,መዝናኛ
https://www.youtube.com/watch?v=FcP4tGwaKpk,በፍቅር ይደሰቱ,,አርት
https://www.youtube.com/watch?v=sHi3eoI8-Rs,የኤቮ የአቮካዶ እርሻ በኢትዮጵያ የአቮካዶ እርሻዎችን ቀዳሚ አቅራቢ ነው።,,ምግብ
https://www.youtube.com/watch?v=xWf38-eX0VU,የኢንዱስትሪ ፓርክ ሠራተኞች ምልመላ ማግበር ፕሮግራም,,አንቂንግግር
https://www.youtube.com/watch?v=HQZOqMHD1vc,ዘላለማዊ ሚዲያ እና ግንኙነት የቀጥታ ዥረት,,መዝናኛ
https://www.youtube.com/watch?v=lGj42-FEKjg,ቀጣይነት ያለው አግሮ ኢንዱስትሪን በኢትዮጵያ ማስተዋወቅ,,ምግብ
https://www.youtube.com/watch?v=W_DvDLUsTTk,ናኖ ቆሻሻ ቦርሳዎች,,ቴክኖሎጂ
https://www.youtube.com/watch?v=ER7iGcEUgRs,ከ ዋሊን ቢራ ጋር,,ስፖርት
https://www.youtube.com/watch?v=pgRIEWbY7h4,ችኮ ስጋ ንግድ,,ምግብ
https://www.youtube.com/watch?v=uBGV_KVRsjc,ድንበር ተሻጋሪ የትብብር ፕሮግራም,,ምግብ
https://www.youtube.com/watch?v=guXe96qqLlc,ድንበር ተሻጋሪ የትብብር ፕሮግራም,,መዝናኛ
https://www.youtube.com/watch?v=iqyTZOWrI6I,ግራንድ ቪዉ አዲስ ሪል እስቴት,,ኮንስትራክሽን
https://www.youtube.com/watch?v=mS4ZZ4eLDLs,የአፍሪካ ሳምንት አከባበር,,ቴክኖሎጂ
https://www.youtube.com/watch?v=J4yesIuniDM,የምረቃ ሥነ ሥርዓት,,ስፖርት
https://www.youtube.com/watch?v=pbsMSHDwKMs,የምረቃ ሥነ ሥርዓት,,መዝናኛ
https://www.youtube.com/watch?v=BrkpVo0ybmQ,ለዩኒሴፍ ኢትዮጵያ የኮቪድ-19 የክትባት ግንዛቤ ቪዲዮ።,,ጤና
https://www.youtube.com/watch?v=gQvbN0cFuIA,የቢራ ምርት ጅምር ከ ጋር,,መዝናኛ
https://www.youtube.com/watch?v=SBYAGGWpD7U,የኮቪድ 19 ግንዛቤ ቪዲዮ,,ምግብ
https://www.youtube.com/watch?v=3Hqk-316bns,ከቢራ ምርት ጅምር ጋር,,ስፖርት
https://www.youtube.com/watch?v=zBlV_TUnNU0,የወይን ንግድ,,አርት
https://www.youtube.com/watch?v=ufZtFToHwbs,የኢትዮጵያ ሳምንት ዶክመንተሪ,,መዝናኛ
https://www.youtube.com/watch?v=NKN1syFMh1Q,ዚንዙላ ወይን,,ምግብ
https://www.youtube.com/watch?v=1BJfKPl3rOA,አዲስ ምዕራፍ,,አንቂ ንግግር
https://www.youtube.com/watch?v=fmq9htlraS8,የቡድን ዘላለማዊ ቲዘር,,ስፖርት
https://www.youtube.com/watch?v=nYcEzG7Hf5k,ሀያት ሬጀንሲ ከእርሻ ወደ ጠረጴዛ,,ምግብ
https://www.youtube.com/watch?v=XAH-tBmjidw,የቀለም ደረጃ አሰጣጥ ጠቃሚ ምክሮች እና ዘዴዎች,,ኮንስትራክሽን
https://www.youtube.com/watch?v=6KQhWkADZkw,የውሃ እርዳታ ዶክመንተሪ,,ጤና
https://www.youtube.com/watch?v=PsW4ymohyuE,ለአንግላ በርገር 7665 ይደዉሉ,,ምግብ
https://www.youtube.com/watch?v=KbFRIQFpC44,ኢትዮጵያ ውስጥ ለ ጎርሆራ እራት የሰራነው ቪዲዮ,,ምግብ
https://www.youtube.com/watch?v=Rk1LopW4mFg,ለኢትዮጵያ ኮይሻ ለራት ያደረግነው ቪዲዮ,,ምግብ
https://www.youtube.com/watch?v=2L4fZwBNzIM,ለ ኢንዶሚ ያደረግነው ማስታወቂያ,,ልጆች
https://www.youtube.com/watch?v=2PWxqjh21ls,ንብ ቸኮሌት ለ ቫለንታይን,,ምግብ
https://www.youtube.com/watch?v=JPguq17ui_s,ገበታ ለሃገር ወንጪ,,መዝናኛ
https://www.youtube.com/watch?v=Gp0Ba-3yh-U,የዋልያ ቢራ ምርት ተጀመረ,,ምግብ
https://www.youtube.com/watch?v=AfInPIrIL3o,የዋልያ ቢራ ዝግጅት ከትዕይንቱ በስተጀርባ ያለው ቪዲዮ።,,ስፖርት
https://www.youtube.com/watch?v=rEy8e-dF3xI,የረሃ የመጀመሪያው አረቄ መደብር ማስታወቂያ,,መዝናኛ
https://www.youtube.com/watch?v=si37Ib8jxFQ,በ ኢንዶሚ ቀልድ የለም,,ልጆች
https://www.youtube.com/watch?v=x4RRXlXuFL0,የወይን ንግድ,,አርት
https://www.youtube.com/watch?v=o3gVReiOm4E,በአፍሪካ ህብረት የአውሮፓ ህብረት አምባሳደሮች ሰነድ እንኳን ደስ አላችሁ።,,ምግብ
https://www.youtube.com/watch?v=_NC0nVYL5vg,የውሃ እርዳታ ኢትዮጵያ እጅህን ታጠበ ዘመቻ ቪዲዮ,,ጤና
https://www.youtube.com/watch?v=cTLOq5687Qg,የእንጦት ፓርክ ማስተዋወቂያ,,መዝናኛ
https://www.youtube.com/watch?v=zAasjJ-Zhno,ብሉ ዉሃ,,አካልብቃት
https://www.youtube.com/watch?v=FkPxUdqa5hI,ቶፕ ዉሃ,,አካልብቃት
https://www.youtube.com/watch?v=xI3TcP5nhpw,ሃያት ሬጀንሲ,,ኮንስትራክሽን
https://www.youtube.com/watch?v=7ZDndi4XeLs,የሀያት ሪጀንሲ መስቀል ክብረ በዓል,,መዝናኛ
https://www.youtube.com/watch?v=JW2kIv7fpFA,የውሃ እርዳታ ኢትዮጵያ የኮቪድ ግንዛቤ ቪዲዮ,,ጤና
https://www.youtube.com/watch?v=eQUnXkexLag,የሴቶች ህፃናትና ወጣቶች ሚኒስቴር አዲስ አርማ ዲዛይን.,,ልጆች
https://www.youtube.com/watch?v=GXt5DlgsYes,ዚንዙላ ወይን ዉበት ልዩ ጣዕምን እንደሚፈልግ።,,አርት
https://www.youtube.com/watch?v=JviXq0kpOdo,የውሃ እርዳታ የኮቪድ-19 ግንዛቤ ቪዲዮ,,ጤና
https://www.youtube.com/watch?v=VnKVuS3dcWU,ፅዳት ልሁሉ የኮቪድ-19 ዘመቻ,,ጤና
https://www.youtube.com/watch?v=ZDQGYFCsQQo,የመስቀል በዓል አከባበር,,መዝናኛ
https://www.youtube.com/watch?v=ME3rb2kd5C8,የስሜን ተራሮች ብሄራዊ ፓርክ,,አንቂንግግር
https://www.youtube.com/watch?v=qVT8S7leg6w,የሰማያዊ አባይ ፏፏቴ,,አንቂንግግር
https://www.youtube.com/watch?v=rVSOcDKuEN0,ሃያት ሬጀንሲ,,ኮንስትራክሽን
https://www.youtube.com/watch?v=rHrDq0ihYgg,የአውሮፓ ህብረት ልዑካን ለአፍሪካ ህብረት,,መዝናኛ
https://www.youtube.com/watch?v=tKsvlHrb1uw,ጃኖ ባንድ 360 ዲግሪ ቪዲዮ ክሊፕ,,መዝናኛ
https://www.youtube.com/watch?v=1AJLb9uk5oA,ኤንኤችዋይ መደብር ዘመቻ,,ኮንስትራክሽን
https://www.youtube.com/watch?v=ufOpEynqul8,ንጽህና ለሁሉም የዘመቻ አርማ,,ጤና
https://www.youtube.com/watch?v=176qCYBKMz0,ዩኒሴፍ ኮቪድ 19 ማስታወቂያ,,ጤና
https://www.youtube.com/watch?v=eXGtIL2QPVs,ሃያት ሼፍ መገለጫ,,አርት
https://www.youtube.com/watch?v=iMZBPEK9fuk,ሃያት ሼፍ መገለጫ,,ምግብ
https://www.youtube.com/watch?v=D0Wfbd2nGIw,ኦሮሚያ ኢንተርናሽናል ባንክ መልካም የትንሳኤ በዓል,,ምግብ
https://www.youtube.com/watch?v=T5ClYx2J6j0,ውሃ እርዳታ ቲቪ ማስታወቂያ,,መዝናኛ
https://www.youtube.com/watch?v=Vq94zwNleLA,ውሃ እርዳታ ቲቪ ማስታወቂያ,,ጤና
https://www.youtube.com/watch?v=uygP5nd300U,UD የማስተዋወቂያ ቪዲዮ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=h8N3a7QDhx4,ኢትዮ ቴሌኮም,,መዝናኛ
https://www.youtube.com/watch?v=bDLrH74yq9o,ኦሮሚያ ኢንተርናሽናል ባንክ,,ስፖርት
https://www.youtube.com/watch?v=x8skIfrxZyA,ኦሮሚያ ኢንተርናሽናል ባንክ,,መዝናኛ
https://www.youtube.com/watch?v=v800yduKCp0,ንብ ቸኮሌት,,ልጆች
https://www.youtube.com/watch?v=D4ZXR9iKh1Y,ዩኒሴፍ የሴት ልጅ ግርዛት ዘመቻን አቆመ,,ጤና
https://www.youtube.com/watch?v=EIFQ0PSeIaE,ኦሮሚያ ኢንተርናሽናል የኢትዮጵያውያን አዲስ አመት,,አርት
https://www.youtube.com/watch?v=Ei_u5T06VHY,የኦሮሚያ ኢንተርናሽናል ባንክ ቲቪ ንግድ,,መዝናኛ
https://www.youtube.com/watch?v=dWvN2JiS66c,የኦሮሚያ ኢንተርናሽናል ባንክ ገንዘብ ማስተላለፊያ,,ቴክኖሎጂ
https://www.youtube.com/watch?v=PTe6_oH0_KI,ዛጎል ወተት,,ምግብ
https://www.youtube.com/watch?v=V9g4hymx0bg,ንብ ቸኮሌት ማስተዋወቂያ,,አርት
https://www.youtube.com/watch?v=art48FwgLpw,የአንግላ በርገር የምግብ መኪና በቅርቡ ይመጣል,,ምግብ
https://www.youtube.com/watch?v=eoZyDuOI9zk,የአንግላ በርገር ዲጂታል ምልክት ማስተዋወቂያ,,መዝናኛ
https://www.youtube.com/watch?v=8YI_rObkEls,አንግላ በርገር በቅርብ ቀን,,ምግብ
https://www.youtube.com/watch?v=zra0iwiBlFQ,ቶፕ ዉሃ,,አካልብቃት
https://www.youtube.com/watch?v=Fl4yYoG8p6w,ቶፕ የታሸገ ውሃ በኢትዮጵያ ምኞት,,ምግብ 
https://www.youtube.com/watch?v=SBWB7prSCs4,ቶፕ የታሸገ ውሃ በኢትዮጵያ,,ልጆች 
https://www.youtube.com/watch?v=eUZyle89vE0,ቶፕ የታሸገ ውሃ,,ስፖርት
https://www.youtube.com/watch?v=7B7Hh-Wepok,ቶፕ ውሃ ኢትዮጵያ ለፋሲካ በአል,,አንቂንግግር
https://www.youtube.com/watch?v=A1ygAM_f55c,መልካም የገና በአል ይሁንላችሁ ቶፕ ዉሃ,,መዝናኛ
https://www.youtube.com/watch?v=jzkUQrK-ZPg,ቶፕ ውሃ ኢትዮጵያ,,ስፖርት
https://www.youtube.com/watch?v=0CAse1VC_eo,ቶፐ ውሃ,,ምግብ
https://www.youtube.com/watch?v=qPZuOGvk5c8,ያፕ የኢትዮጵያ ቲቪ ንግድ  ፕሮዳክሽን የፕ የዱቄት ሳሙና,የፕ የዱቄት ሳሙና ጥራት ያለው ምርት ከምርጥ ሰራተኞች ጋር፡፡,ዉበት
https://www.youtube.com/watch?v=N0O0HdGPyVk,አንድ ላይ ወደፊት,ከአንድ ሚሊዮን በላይ ሰዎች መኪና ሞተር ሳይክሎች ባጃጅ እና የበለጠ አስደሳች ሽልማቶችን የማሸነፍ እድል በሚያገኙበት ማስተዋወቂያ ይቀላቀሉን ሳፋሪኮም ቴሌ መተግበሪያ,ቴክኖሎጂ
https://www.youtube.com/watch?v=4nA8akeouGg,በአዲስ አበባ  የላቀ የሞባይል ኢንተርኔት አገልግሎት ክፍሎችን ለመክፈት ጓጉተናል,የኤልቲኢ አድቫንስድ   የሞባይል ኢንተርኔት አገልግሎት በአዲስ አበባ የሞባይል ኢንተርኔት አጠቃቀም ከፍተኛ በሆነባቸው አካባቢዎች ተግባራዊ አድርገናል ሳፋሪኮም,ቴክኖሎጂ
https://www.youtube.com/watch?v=rLijKIA19XY,ሳፋሪኮም መልካምጥምቀት,ልዩ እለት ነው ከምንወዳቸው የምንገናኝበት ተሰባስበን የምናወጋበትአሸብርቀን ደምቀን የምንታይበት እንደናፍቆታችን ወዳጅነታችን  ትስስራችን ይጠንክር,መዝናኛ
https://www.youtube.com/watch?v=xI3TcP5nhpw,የሀያት ሪጀንሲ ስብሰባዎች እና ዝግጅቶች ማስተዋወቂያ ቪዲዮ,የሀያት ሪጀንሲ ስብሰባዎች እና ዝግጅቶች ማስተዋወቂያ ቪዲዮ,ኮንሰትራክሽን 
https://www.youtube.com/watch?v=l8ACggnUb7E,ከ በላይ አገልግሎት ሰጪዎች በሲኔት ሶፍትዌር አማካኝነት በቴሌብር የአገልግሎት እና የግብይት ክፍያ ይፋዊ ማስጀመሪያ,ከሲኔት ሶፍትዌር ቴክኖሎጂ ጋር በጋራ ቀላል ፈጣን ምቹ እና አስተማማኝ በሆነው ቴሌብር አማካኝነት ሱፐርማርኬቶች የመዝናኛና የመስተንግዶ አገልግሎት የሚሰጡ ድርጅቶች ሆቴሎች ሬስቶራንቶች ካፌዎች ፋርማሲዎች ሆስፒታሎችደንበኞቻቸው የአገልግሎት እና የግብይት ክፍያዎቻቸውን እንዲፈፅሙ የሚያስችል አሰራር ተግባራዊ አድርገናል,ቴክኖሎጂ 
https://www.youtube.com/watch?v=DpFXHJ6r1Lc,ትዝታ  ዲበኩሉ እና ሮሀ ባንድ ከ ቀስተ ደመና ፍራሽ ጋር,ያለፈው ታሪክ ሰላም ስዩም ወልደማርያም እና ጆቫኒ ሪኮ የዛሬውን ችሎታ ዲበኩሉ እና ጓደኞቹ ጋር በመተባበር ከመቼውም ጊዜ በላይ የሆነ የሙዚቃ ዝግጅትን በከስተ ዳመና ሾው ክፍል ያቀር ዲበኩሉ ሰላሚኖ ሮሀባንድ ጃኖባንድ ኪነቲክዳውን ሾውሩም አፍሪካ ሙዚቃ ታለንት የቀጥታ ሙዚቃ,ዘፈን
https://www.youtube.com/watch?v=0NzP5wfQEGY,የሴቶች የመጀመሪያ  ኪሜ ሩጫ  የምርት ስም ንብረቶች እና ስፖንሰርነቶች ሳፋሪኮም,በ ሳፋኮም የሩጫ መንገድ ላይ ንቁ ሴቶች የመንገዱ ባለቤት ሲሆኑ እርስ በርሳቸው ለማክበር እና የበርቺ መንፈስን በማሳየት መጋቢት  ቀን  ታላቅ ትርኢት አሳይተዋል አሸኒፈሻል በርቺ ወደፊት በአንድነት,ስፖርት 
https://www.youtube.com/watch?v=svl1oV4P2tE,ከባድ የስራ ቀን አሳለፉ እንዳያስቡ በቀስተዳመና ሶፋ ያልተቋረጠ ምቾት,በቀስተዳመና ሶፋ ላይ ጎኖን ሲያሳርፉ ምንም የሚረብሽዎ ነገር አይኖር! ያልተቋረጠ ምቾት ፤ ኖር ሳልነሳ!!,ጤና
https://www.youtube.com/watch?v=Pwc6-TXphaE,የመልካም ሰው ስጦታ,በቀስተዳመና ምርቶች ይጠቀሙ ሶፋ ፈራሽ, አንቂ ንግግር
https://www.youtube.com/watch?v=-5T_31Jkc8w,የቤተሰቦ ደስታ ቅንጡ ፍራሽ,የቤተሰቦ ደስታ  ቅንጡ ፍራሽ,ጤና
https://www.youtube.com/watch?v=Erb7F2KE3XA,የፕሪጋት ጭማቂ,የፕሪጋት ጭማቂ  ጣፋጭ ለልጆች ላዋቂ ጤናማ ጁስ, ልጆች 
https://www.youtube.com/watch?v=pnj45_p10iA,ቀስተደመና ፍራሽ,በደከመ ሰውነት ቀስተዳመና ፍራሽ ላይ ጎኖን ካሳረፉ ወደ እንቅልፍ ማሸልብዎ,ጤና
https://www.youtube.com/watch?v=P-L_HPNg2nI,የአየር ሰአት ለመግዛት,ን በመጠቀም የአየር ሰአትን እንዴት መግዛት እንደሚችሉ መመሪያ እዚህ አለ በጋራ ወደፊት ሳፋሪኮም,ሳይንስ እና ቴክኖሎጂ
https://www.youtube.com/watch?v=6v19wKjE2X4,አንድነት ክሬዲት እና ቁጠባ,የረጅም ጊዜ እና የአጭር ጊዜ ክፍያ አማራጭ ከ ትንሽ ወለድ ጋር ይጎብኙን,አንቂ ንግግር
https://www.youtube.com/watch?v=TUA4E9AObsE,የኤም ብር የበአል ዘመቻ,ከስልክዎ የተገኘ የሞባይል ቦርሳ ከስልክዎ ላይ ግብይት ማድረግ መጀመር ይችላሉ,ቴክኖሎጂ
https://www.youtube.com/watch?v=UI9yZDVXI6A,ለአሻምቴሌ በቀላሉ በማይኢትዮቴል መተግበሪያ እንዴት መመዝገብ ይቻላል,ለአሻምቴሌ በቀላሉ በማይኢትዮቴል መተግበሪያ እንዴት መመዝገብ ይቻላል,መዝናኛ
